,Listing ID,S,Sub Type,St#,St Name,City,MLS Area,SLC,L/C Price,Price Per Square Foot,Br/Ba,Sqft,YrBuilt,LSqft/Ac,DOM/CDOM,V,PP,BAC,Contract Status Change Date,MLS
501,222001529,A,CONDO/A,10490,Wilshire BLVD   #1405,LA,C05,STD,"$1,475,000.00",$883.23,"2/3,0,0,0",1670/,1989/BLD,"84,753/1.94",69/69,,N,2.5,04/06/22,VCRDS
501,22133907,A,CONDO,10777,Wilshire Blvd    #207,LA,C05,STD,"$1,479,000.00","$1,038.62","1/2,0,0,0",1424/,2018/BLD,,97/108,Y,N,2,03/07/22,CLAW
501,22151511,A,CONDO,2331,CENTURY HILL   ,LA,C05,STD,"$1,499,000.00",$644.73,"2/3,0,1,0",2325/,1981,"787,367/18.07",41/41,Y,N,2.5,05/02/22,CLAW
501,SB22112215,A,CONDO/A,10647,Ashton AVE   #104,LA,C05,STD,"$1,549,000.00","$1,239.20","2/2,0,0,0",1250/P,2016/PUB,"12,001/0.2755",8/8,N,N,2.5,06/06/22,CRMLSM
501,BB22076338,A,TWNHS/A,2463,Century Hill    #275,LA,C05,STD,"$1,549,000.00",$653.04,"2/3,0,0,0",2372/A,1980/ASR,"787,367/18.0755",60/60,N,N,2.5,04/15/22,CRMLSM
501,PW21173070,A,TWNHS/A,2312,Century  Hill ,LA,C05,STD,"$1,550,000.00",$653.46,"2/3,0,0,0",2372/A,1980/PUB,"787,367/18.0755",284/284,Y,N,2.5,09/03/21,CRMLSM
501,22166489,A,CONDO,10777,Wilshire BLVD   #702,LA,C05,STD,"$1,595,000.00","$1,412.75","1/1,0,1,0",1129/A,2018/ASR,,4/185,Y,N,2.5,06/10/22,CLAW
501,22155273,A,TWNHS,2283,CENTURY   ,LA,C05,STD,"$1,595,000.00",$799.90,"2/3,0,0,0",1994/,1980,"787,367/18.07",7/7,,N,2.5,06/07/22,CLAW
501,22160979,A,SFR,2030,VETERAN AVE  ,LA,C05,STD,"$1,595,000.00","$1,090.97","3/2,0,0,0",1462/AP,1927,"5,398/0.12",12/12,Y,N,2.5,06/02/22,CLAW
501,22152721,A,CONDO,10380,WILSHIRE BLVD   #202,LA,C05,STD,"$1,595,000.00",$726.65,"2/2,0,1,0",2195/A,1990/ASR,"33,028/0.75",42/42,Y,N,2.5,05/03/22,CLAW
501,22164777,A,CONDO,2222,AVENUE OF THE STARS    #1402,LA,C05,STD,"$1,599,000.00","$1,194.17","2/2,0,0,0",1339/,1964,"177,810/4.08",8/8,Y,N,2.5,06/06/22,CLAW
501,21765740,A,SFR,10660,Wilshire BLVD   #309,LA,C05,STD,"$1,599,000.00",$659.11,"3/4,0,0,0",2426/,1980,"36,893/0.8469",322/322,Y,N,2,07/27/21,CLAW
501,22134599,A,CONDO,10350,WILSHIRE BLVD   #803,LA,C05,STD,"$1,650,000.00",$689.80,"2/3,0,0,0",2392/A,1982/ASR,"21,636/0.49",90/90,Y,N,2.5,03/16/22,CLAW
501,22150099,A,CONDO,10390,LA GRANGE AVE   #103,LA,C05,STD,"$1,675,000.00",$758.95,"3/3,0,1,0",2207/,2008,"11,447/0.26",49/49,Y,N,2.25,04/26/22,CLAW
501,22158247,A,CONDO,10433,WILSHIRE BLVD   #409,LA,C05,STD,"$1,699,000.00",$931.47,"3/3,0,0,0",1824/A,1963/ASR,"31,459/0.72",27/27,Y,N,2.5,05/18/22,CLAW
501,22154803,A,SFR,1951 1/2,Manning AVE  ,LA,C05,STD,"$1,795,000.00",$830.25,"3/3,0,1,0",2162/AP,2022/BLD,"1,438/0.03",36/36,Y,N,2.5,05/09/22,CLAW
501,21774230,A,CONDO,2184,Century Woods WAY  ,LA,C05,STD,"$1,795,000.00",$633.38,"3/4,0,0,0",2834/,1983/ASR,"257,632/5.91",299/299,Y,N,2.5,08/19/21,CLAW
501,22131877,A,CONDO,211,Elm Court    #7C,LA,C05,STD,"$1,800,000.00","$1,871.10","1/1,0,0,0",962/,,,106/254,Y,N,3*,02/28/22,CLAW
501,21108795,A,SFR,2150,Malcolm AVE  ,LA,C05,STD,"$1,850,000.00","$1,420.89","3/2,0,0,0",1302/,1931,"5,400/0.12",109/109,,N,2,11/30/21,CLAW
501,22160081,A,SFR,2027,GREENFIELD AVE  ,LA,C05,STD,"$1,858,000.00","$1,184.19","2/1,1,0,0",1569/OTH,1929,"5,410/0.12",11/11,,N,2.5,06/02/22,CLAW
501,22129723,A,CONDO,10490,WILSHIRE BLVD   #601,LA,C05,STD,"$1,875,000.00",$675.43,"3/3,0,0,0",2776/,1989,"84,753/1.94",111/111,Y,N,2.5,02/22/22,CLAW
501,22164301,A,CONDO,10750,WILSHIRE BLVD   #1101,LA,C05,STD,"$1,895,000.00",$818.57,"2/1,1,1,0",2315/,1980,"28,139/0.64",8/8,Y,N,2.5,06/06/22,CLAW
501,22163813,A,CONDO,2220,AVENUE OF THE STARS    #2404,LA,C05,STD,"$1,895,000.00","$1,166.87","3/1,1,0,0",1624/,1964,"177,810/4.08",11/11,Y,N,2.5,06/03/22,CLAW
501,22147597,A,CONDO,2025,AVENUE OF THE STARS    #208,LA,C05,STD,"$1,899,000.00",,"1/1,0,0,0",/A,1965,0,57/57,Y,N,2.5,04/18/22,CLAW
501,22145475,A,CONDO,10350,WILSHIRE BLVD   #PH1,LA,C05,STD,"$1,899,999.00",$929.09,"2/1,1,1,0",2045/A,1982/ASR,"21,636/0.49",57/57,Y,N,2.5,04/18/22,CLAW
501,MB22065963,A,CONDO/A,2222,Avenue of the Stars    #501 E,LA,C05,STD,"$1,900,000.00",$992.69,"3/3,0,0,0",1914/P,1964/PUB,"1,778,124/40.8201",73/73,Y,N,3,04/02/22,CRMLSM
501,22162555,A,CONDO,875,COMSTOCK AVE   #18B,LA,C05,STD,"$1,950,000.00","$1,147.73","2/2,0,0,0",1699/A,1961,"85,036/1.95",14/14,Y,N,2.5,05/31/22,CLAW
501,22154761,A,SFR,1953 1/2,Manning AVE  ,LA,C05,STD,"$1,950,000.00",$753.77,"3/3,0,1,0",2587/AP,2022/BLD,"1,905/0.04",24/24,Y,N,2.5,05/09/22,CLAW
501,22131775,A,SFR,1939,BENECIA AVE  ,LA,C05,STD,"$1,950,000.00","$1,091.21","3/3,0,0,0",1787/,1938,"5,750/0.13",100/100,Y,N,2.5,03/01/22,CLAW
501,P1-9414,A,CONDO/A,10724,Wilshire BLVD   #307,LA,C05,STD,"$1,980,000.00",$721.05,"3/3,0,1,0",2746/A,1989/ASR,,36/36,Y,N,2,05/09/22,CRMLSF
501,22151052,A,SFR,2146,MALCOLM AVE  ,LA,C05,STD,"$1,995,000.00",,"3/1,0,1,0",/OTH,1930,"5,399/0.12",47/47,N,N,2.5,04/28/22,CLAW
501,22140359,A,CONDO,10490,WILSHIRE BLVD   #501,LA,C05,STD,"$1,995,000.00",$718.66,"2/2,0,1,0",2776/A,1989/ASR,"84,753/1.94",75/75,Y,N,2.5,03/31/22,CLAW
501,22131259,A,CONDO,10727,WILSHIRE BLVD   #501,LA,C05,STD,"$1,995,000.00",$908.88,"2/2,0,1,0",2195/,2001,"37,847/0.86",109/109,Y,N,2.5,02/25/22,CLAW
501,22153681,A,CONDO,10433,WILSHIRE BLVD   #1206,LA,C05,STD,"$1,999,999.00",$826.45,"3/2,0,1,0",2420/,1963,"31,459/0.72",40/40,Y,N,2.5,05/05/22,CLAW
501,22139401,A,CONDO,10350,WILSHIRE BLVD   #1704,LA,C05,STD,"$2,150,000.00",$914.12,"2/3,0,0,0",2352/,1982,"21,636/0.49",70/70,Y,N,2.5,04/01/22,CLAW
501,22137113,A,CONDO,2025,AVENUE OF THE STARS    #205,LA,C05,STD,"$2,160,000.00","$2,160.00","1/1,0,1,0",1000/,1965,,90/559,,N,3*,03/16/22,CLAW
501,22158043,A,CONDO,10430,WILSHIRE BLVD   #1404,LA,C05,STD,"$2,188,000.00",$780.59,"2/2,0,1,0",2803/,1982,"42,989/0.98",28/28,Y,N,2.5,05/17/22,CLAW
501,22143675,A,CONDO,10122,EMPYREAN WAY   #104,LA,C05,STD,"$2,195,000.00","$1,109.71","2/2,0,1,0",1978/A,1979/APP,"464,441/10.66",25/25,Y,N,2.5,05/20/22,CLAW
501,22166771,A,SFR,2331,OVERLAND AVE  ,LA,C05,STD,"$2,225,000.00","$1,117.53","3/2,0,0,0",1991/A,1925/ASR,"6,887/0.15",1/1,N,N,2.5,06/13/22,CLAW
501,22155721,A,CONDO,10350,WILSHIRE BLVD   #1804,LA,C05,STD,"$2,249,000.00",$956.21,"2/2,0,1,0",2352/,1982,"21,636/0.49",33/33,Y,N,2.5,05/11/22,CLAW
501,22125309,A,CONDO,2192,CENTURY WOODS WAY   #47,LA,C05,STD,"$2,295,000.00",$745.13,"3/4,0,0,0",3080/,1983,"257,632/5.91",124/124,Y,N,2.5,02/10/22,CLAW
501,22129315,A,CONDO,10724,WILSHIRE BLVD   #902,LA,C05,STD,"$2,345,000.00",$829.79,"3/3,0,1,0",2826/,1989,"50,476/1.15",116/116,Y,N,2.5,02/18/22,CLAW
501,22141055,A,SFR,179,BARLOCK AVE  ,LA,C05,STD,"$2,399,999.00","$1,170.73","4/2,0,0,0",2050/A,1932/ASR,"8,439/0.19",68/68,,N,2.5,04/07/22,CLAW
501,22147893,A,TWNHS,2225,CENTURY   ,LA,C05,STD,"$2,475,000.00",$789.73,"3/1,0,1,3",3134/,1980,"787,367/18.07",56/56,Y,N,2.5,04/19/22,CLAW
501,22147087,A,SFR,2225,CENTURY   ,LA,C05,STD,"$2,475,000.00",$789.73,"3/4,0,0,0",3134/,1980,"787,367/18.0755",56/56,Y,N,2.5,04/18/22,CLAW
501,22148775,A,SFR,11252 W,SUNSET BLVD  ,LA,C05,STD,"$2,495,000.00","$1,039.15","4/3,0,0,0",2401/,1958,"11,183/0.25",54/54,N,N,2.5,04/21/22,CLAW
501,22126531,A,CONDO,10787,WILSHIRE BLVD   #1104,LA,C05,STD,"$2,500,000.00","$1,713.50","3/3,0,0,0",1459/,1962,"17,624/0.4",124/124,Y,N,3,02/09/22,CLAW
501,22150049,A,CONDO,10777,WILSHIRE BLVD   #505,LA,C05,STD,"$2,549,000.00","$1,464.94","2/3,0,0,0",1740/,2018,"26,428/0.6",48/48,Y,N,2.5,04/26/22,CLAW
501,21111485,A,SFR,1845,Pandora AVE  ,LA,C05,STD,"$2,550,000.00","$1,103.90","3/4,0,0,0",2310/D,1940/ASR,"6,333/0.14",185/185,Y,N,2.5,12/08/21,CLAW
501,21786006,A,CONDO,10800,Wilshire BLVD   #702,LA,C05,STD,"$2,594,000.00",$982.58,"2/3,0,0,0",2640/A,2005/ASR,"46,282/1.06",265/265,Y,N,2.5,09/21/21,CLAW
501,22119659,A,CONDO,10776,WILSHIRE BLVD   #301,LA,C05,STD,"$2,600,000.00",$934.58,"2/3,0,0,0",2782/,2010,"38,053/0.87",147/147,Y,N,2,01/18/22,CLAW
501,22161911,A,SFR,10482,WILKINS AVE  ,LA,C05,STD,"$2,650,000.00","$1,406.58","3/1,1,0,0",1884/A,1938/ASR,"6,562/0.15",14/14,N,N,2.5,05/31/22,CLAW
501,22132511,A,CONDO,10106,EMPYREAN WAY   #201,LA,C05,STD,"$2,695,000.00","$1,336.81","2/2,0,1,0",2016/,1979,"464,441/10.66",58/58,Y,N,2.5,03/01/22,CLAW
501,22157709,A,SFR,2130,MANNING AVE  ,LA,C05,STD,"$2,699,000.00","$1,083.50","3/2,1,0,0",2491/A,1927/ASR,"5,400/0.12",28/28,Y,N,2.5,05/17/22,CLAW
501,22136623,A,CONDO,10120,EMPYREAN WAY   #201,LA,C05,STD,"$2,730,000.00","$1,203.17","2/3,0,0,0",2269/,1979,"464,441/10.66",91/268,Y,N,2.5,03/15/22,CLAW
501,22128431,A,TWNHS,2431,CENTURY   ,LA,C05,STD,"$2,750,000.00",$850.34,"3/5,0,0,0",3234/A,1980,"787,367/18.07",116/116,Y,N,2.5,02/18/22,CLAW
501,22164897,A,CONDO,10112,EMPYREAN WAY   #204,LA,C05,STD,"$2,849,000.00","$1,271.88","2/2,0,1,0",2240/,1979,"464,441/10.66",8/8,Y,N,2.5,06/06/22,CLAW
501,22158947,A,SFR,1225 N,CLUB VIEW DR  ,LA,C05,STD,"$2,895,000.00","$1,144.72","4/4,0,0,0",2529/D,1949,"8,416/0.19",20/20,Y,N,2.5,05/25/22,CLAW
501,22161473,A,CONDO,10580,Wilshire BLVD   #16NW,LA,C05,STD,"$2,950,000.00","$1,062.68","3/3,0,1,0",2776/,1991,"46,076/1.05",19/161,Y,N,2.5,05/26/22,CLAW
501,22146257,A,CONDO,10108,EMPYREAN WAY   #102,LA,C05,STD,"$2,950,000.00","$1,127.68","2/2,0,1,0",2616/,1979,"464,441/10.66",50/50,Y,N,2.5,04/25/22,CLAW
501,22158643,A,CONDO,10110,EMPYREAN WAY   #102,LA,C05,STD,"$2,975,000.00","$1,076.73","2/3,0,1,0",2763/,1979,"464,441/10.66",26/26,Y,N,2.5,05/19/22,CLAW
501,WS22025311,A,CONDO/A,10776,Wilshire BLVD   #401,LA,C05,STD,"$2,990,000.00","$1,053.93","2/2,0,1,0",2837/A,2010/ASR,"38,053/0.8736",119/119,Y,N,2.5,02/15/22,CRMLSM
501,22163607,A,SFR,277,BRONWOOD AVE  ,LA,C05,STD,"$2,995,000.00","$1,108.85","4/3,0,1,0",2701/A,1937/ASR,"7,203/0.16",12/12,Y,N,2.5,06/02/22,CLAW
501,22159891,A,SFR,1416,CRESTVIEW CT  ,LA,C05,STD,"$2,995,000.00","$1,445.46","4/3,0,0,0",2072/,1925,"7,375/0.16",22/22,Y,N,2.5,05/23/22,CLAW
501,22132909,A,CONDO,10776,WILSHIRE BLVD   #703,LA,C05,STD,"$2,998,000.00","$1,096.16","2/3,0,0,0",2735/,2010,"38,053/0.87",92/92,Y,N,2.5,03/14/22,CLAW
501,SB22126005,A,SFR/D,414,Hilgard AVE  ,LA,C05,TRUS,"$2,999,000.00",$934.85,"4/3,0,1,0",3208/A,1936/ASR,"7,610/0.1747",1/61,N,N,2.5,06/13/22,CRMLSM
501,22158589,A,CONDO,10776,WILSHIRE BLVD   #1403,LA,C05,STD,"$2,999,999.00","$1,096.89","2/2,0,1,0",2735/A,2010/ASR,"38,053/0.87",25/25,Y,N,2.5,05/20/22,CLAW
501,21101499,A,CONDO,10800,Wilshire BLVD   #603,LA,C05,STD,"$3,000,000.00",$911.85,"3/3,0,1,0",3290/A,2005/ASR,"46,282/1.06",224/224,Y,N,2.5,11/02/21,CLAW
501,22160445,A,CONDO,875,COMSTOCK AVE   #11D&E,LA,C05,STD,"$3,095,000.00",$889.62,"4/3,0,2,0",3479/,1961,"85,036/1.95",20/20,Y,N,2.5,05/25/22,CLAW
501,22159091,A,SFR,11120 W,Sunset BLVD  ,LA,C05,STD,"$3,100,000.00",$920.70,"4/3,0,0,0",3367/,1938,"14,789/0.33",26/26,Y,N,2.5,05/19/22,CLAW
501,22157627,A,CONDO,10800,WILSHIRE BLVD   #1902,LA,C05,STD,"$3,149,000.00","$1,192.80","2/2,0,1,0",2640/,2005,"46,282/1.06",28/28,Y,N,2.5,05/17/22,CLAW
501,22154831,A,CONDO,10580,Wilshire Blvd.    #7SW,LA,C05,STD,"$3,150,000.00","$1,073.62","3/3,0,1,0",2934/OTH,,,36/36,Y,N,2.5*,05/09/22,CLAW
501,22137105,A,CONDO,2025,AVENUE OF THE STARS    #207,LA,C05,STD,"$3,188,000.00","$2,050.16","2/2,0,1,0",1555/,1965,,90/403,,N,3*,03/16/22,CLAW
501,22157243,A,CONDO,10490,WILSHIRE BLVD   #2001,LA,C05,STD,"$3,195,000.00","$1,148.45","3/3,0,0,0",2782/OTH,1989,"84,753/1.94",29/29,Y,N,2.5,05/16/22,CLAW
501,21111597,A,CONDO,10724,Wilshire BLVD   #1006,LA,C05,STD,"$3,295,000.00","$1,230.86","3/4,0,0,0",2677/,1989,"50,476/1.15",168/397,Y,N,2.5*,12/12/21,CLAW
501,22132235,A,CONDO,211,Elm Court    #12B,LA,C05,STD,"$3,625,000.00","$1,999.45","2/2,0,1,0",1813/,,,105/105,Y,N,3*,03/01/22,CLAW
501,21792148,A,CONDO,10106,Empyrean WAY   #302,LA,C05,STD,"$3,700,000.00","$1,195.09","3/4,0,1,0",3096/,1979,"464,441/10.66",250/250,Y,N,2.5,10/07/21,CLAW
501,22163777,A,CONDO,1200,club view DR   #4N,LA,C05,STD,"$3,770,000.00","$2,060.11","2/2,0,0,0",1830/,2009/BLD,"24,957/0.57",12/12,Y,N,4*,06/02/22,CLAW
501,22165023,A,CONDO,10776,WILSHIRE BLVD   #402,LA,C05,STD,"$3,795,000.00","$1,073.55","3/4,0,1,0",3535/D,2010/ASR,"38,053/0.87",7/7,Y,N,2.5,06/07/22,CLAW
501,22159141,A,SFR,10715,ROCHESTER AVE  ,LA,C05,STD,"$3,995,000.00","$1,578.43","4/4,0,0,0",2531/OTH,1940,"6,833/0.15",12/12,Y,N,2.5,06/02/22,CLAW
501,22165773,A,SFR,10600,LINDBROOK DR  ,LA,C05,STD,"$3,999,000.00",,"7/5,0,1,0",/E,1940,"9,998/0.22",6/6,N,N,2.5,06/08/22,CLAW
501,22125943,A,CONDO,2025,AVENUE OF THE STARS    #1203,LA,C05,STD,"$4,079,000.00","$2,100.41","2/2,0,1,0",1942/,1965,,126/126,,N,3*,02/08/22,CLAW
501,21113173,A,CONDO,1 W,CENTURY DR   #35D,LA,C05,STD,"$4,099,000.00","$1,821.78","2/2,0,1,0",2250/,2010,"161,382/3.7",175/175,Y,N,2.5,12/21/21,CLAW
501,22161811,A,CONDO,10100,EMPYREAN WAY   #301,LA,C05,STD,"$4,150,000.00","$1,461.78","3/4,0,0,0",2839/,1979/ASR,"464,441/10.66",18/191,Y,N,2.5,05/27/22,CLAW
501,22146363,A,CONDO,2025,AVENUE OF THE STARS    #1608,LA,C05,STD,"$4,200,000.00","$2,709.68","2/2,0,1,0",1550/,1965,,61/61,,N,3*,04/14/22,CLAW
501,22167193,A,SFR,534,WARNER AVE  ,LA,C05,STD,"$4,950,000.00","$1,459.75","4/4,0,1,0",3391/,1941,"9,143/0.2",1/1,N,N,2.5,06/13/22,CLAW
501,22158075,A,CONDO,1 W,CENTURY DR   #9C,LA,C05,STD,"$5,450,000.00","$1,960.43","2/2,0,1,0",2780/A,2010/ASR,"161,382/3.7",28/28,Y,Y,2,05/17/22,CLAW
501,22137119,A,CONDO,2025,AVENUE OF THE STARS    #1411,LA,C05,STD,"$5,700,000.00","$2,235.29","3/3,0,1,0",2550/,1965,,90/90,,N,3*,03/16/22,CLAW
501,22147351,A,SFR,10621,OHIO AVE  ,LA,C05,STD,"$5,799,000.00","$1,042.99","7/7,0,0,0",5560/,2018,"6,500/0.14",48/48,Y,N,2.5,04/27/22,CLAW
501,22164597,A,SFR,11181,OPHIR DR  ,LA,C05,STD,"$5,995,000.00","$1,427.38","5/6,0,1,0",4200/,1940/ASR,"9,793/0.22",9/9,Y,Y,2.5,06/05/22,CLAW
501,22150660,A,SFR,10526,OHIO AVE  ,LA,C05,STD,"$5,995,000.00","$1,028.83","5/7,0,0,0",5827/A,2017/ASR,"6,760/0.15",16/16,Y,Y,2.5,04/27/22,CLAW
501,22144101,A,CONDO,211,Elm Court    #17C,LA,C05,STD,"$6,700,000.00","$2,278.91","2/2,0,1,0",2940/,,,69/174,Y,N,3*,04/06/22,CLAW
501,22163275,A,SFR,812,BIRCHWOOD DR  ,LA,C05,STD,"$6,995,000.00","$1,707.35","6/5,0,0,0",4097/,1938,"14,586/0.33",12/12,,N,2.5,06/02/22,CLAW
501,22165981,A,SFR,365,COMSTOCK AVE  ,LA,C05,STD,"$7,200,000.00","$1,339.53","5/4,1,1,0",5375/AP,1931/ASR,"11,167/0.25",4/4,,Y,2.5,06/10/22,CLAW
501,22155113,A,CONDO,1200,CLUB VIEW DR   #11S,LA,C05,STD,"$7,495,000.00","$1,802.55","2/3,0,1,0",4158/,2009,"24,957/0.57",33/33,Y,N,2.5,05/10/22,CLAW
501,22152181,A,SFR,10248,CENTURY WOODS DR  ,LA,C05,STD,"$7,750,000.00","$1,248.19","5/4,0,1,0",6209/,1990,0,43/43,N,N,2.5,05/02/22,CLAW
501,22162475,A,CONDO,211,Elm Court    #18A,LA,C05,STD,"$7,800,000.00","$2,349.40","3/3,0,1,0",3320/,,,14/14,Y,N,3*,05/31/22,CLAW
501,22163699,A,CONDO,1200,CLUB VIEW DR   #10N,LA,C05,STD,"$8,550,000.00","$2,242.33","3/3,0,1,0",3813/,2009/BLD,"24,957/0.57",12/12,Y,N,4*,06/02/22,CLAW
501,22157657,A,SFR,633,WOODRUFF AVE  ,LA,C05,STD,"$8,600,318.00","$2,132.49","5/4,0,2,0",4033/,1928,"15,361/0.35",26/26,,N,2.25,05/19/22,CLAW
501,22150003,A,SFR,719 S,BEVERLY GLEN BLVD  ,LA,C05,STD,"$8,950,000.00","$1,713.25","5/6,0,0,0",5224/OTH,,"16,883/0.38",50/50,Y,Y,2.5,04/25/22,CLAW
501,22136977,A,CONDO,2222,AVENUE OF THE STARS    #2803,LA,C05,STD,"$8,995,000.00","$2,838.43","3/3,0,0,0",3169/AP,1964/ASR,"177,810/4.08",78/78,Y,N,2.5,03/28/22,CLAW
501,22149027,A,SFR,10401,WYTON DR  ,LA,C05,STD,"$9,399,999.00","$1,275.27","8/10,0,0,0",7371/A,1934/ASR,"21,232/0.48",50/50,Y,Y,2.5,04/25/22,CLAW
501,22127385,A,CONDO,1 W,CENTURY DR   #34B,LA,C05,STD,"$9,499,000.00","$2,769.39","3/5,0,0,0",3430/,2010,"161,382/3.7",120/120,Y,N,2.5,02/13/22,CLAW
501,21754566,A,CONDO,10601,WILSHIRE BLVD   #PHW,LA,C05,STD,"$9,980,000.00","$1,729.64","3/4,0,2,0",5770/OTH,1982/ASR,"39,462",348/718,Y,N,2.5,07/01/21,CLAW
501,22163477,A,SFR,10208,CENTURY WOODS DR  ,LA,C05,STD,"$9,995,000.00","$1,544.58","5/7,0,0,0",6471/,2016,"70,698/1.62",12/12,N,N,2.5,06/02/22,CLAW
501,22118145,A,CONDO,1200,CLUB VIEW DR   #1500,LA,C05,STD,"$10,750,000.00","$2,585.38","3/3,0,0,1",4158/,,"24,957/0.57",152/152,Y,N,3,01/13/22,CLAW
501,22127491,A,CONDO,10580,WILSHIRE BLVD   #26SW,LA,C05,STD,"$11,999,999.00","$2,089.86","4/5,0,1,0",5742/,1991,"46,076/1.05",91/91,Y,N,2,03/15/22,CLAW
501,22146853,A,CONDO,10601,Wilshire BLVD   #19E,LA,C05,STD,"$17,995,000.00","$2,570.71","5/7,0,0,0",7000/,1982,"39,462/0.9",60/174,Y,N,2,04/15/22,CLAW
501,21760964,A,CONDO,1 W,Century DR   #38A,LA,C05,STD,"$19,900,000.00","$3,787.59","2/2,2,1,0",5254/,2010,"161,382/3.7",330/330,Y,N,2.5,07/19/21,CLAW
501,22115193,A,CONDO,1200,CLUB VIEW DR   #PH-1800,LA,C05,STD,"$22,500,000.00","$2,830.19","4/6,0,0,2",7950/,2009,"24,957/0.57",162/162,Y,N,2.5,01/03/22,CLAW
501,22157245,A,SFR,10301,STRATHMORE DR  ,LA,C05,STD,"$24,995,000.00","$2,434.02","7/8,0,3,0",10269/,1937,"42,874/0.98",29/29,N,Y,2.5,05/16/22,CLAW
501,22163667,A,CONDO,1200,CLUB VIEW DR   #22PH,LA,C05,STD,"$39,050,000.00","$4,896.55","4/4,0,2,0",7975/,2009/BLD,"24,957/0.57",12/12,Y,N,4*,06/02/22,CLAW
501,BB22087954,A,CONDO/A,11645,Montana AVE   #121,LA,C06,STD,"$599,999.00","$1,015.23","1/1,0,0,0",591/A,1973/ASR,"50,002/1.1479",46/46,Y,N,2,04/29/22,CRMLSM
501,22157389,A,CONDO,11951,MAYFIELD AVE   #104,LA,C06,STD,"$649,000.00",$761.74,"1/1,0,0,0",852/,1971,"14,458/0.33",13/13,,N,2.5,06/01/22,CLAW
501,SR22097672,A,CONDO/A,11646,Chenault ST   #10,LA,C06,STD,"$649,000.00",$795.34,"1/1,0,0,0",816/A,1960/ASR,"24,611/0.565",32/32,Y,N,2,05/13/22,CRIS
501,22164439,A,CONDO,809 S,BUNDY DR   #108,LA,C06,STD,"$650,000.00",$635.39,"1/1,0,0,0",1023/,1970,"34,138/0.78",5/5,Y,N,2.5,06/09/22,CLAW
501,22164785,A,CONDO,11670 W,SUNSET    #108,LA,C06,STD,"$735,000.00",$719.18,"2/1,1,0,0",1022/A,1956/ASR,,8/8,N,N,2.5,06/06/22,CLAW
501,SW22044177,A,CONDO/A,11639,Chenault ST   #305,LA,C06,STD,"$750,000.00",$814.33,"2/2,0,0,0",921/A,1972/APP,"9,716/0.223",99/99,Y,N,1.5,03/04/22,CRMLSM
501,22164473,A,CONDO,1000 S,WESTGATE AVE   #313,LA,C06,STD,"$799,000.00",$868.48,"1/1,0,1,0",920/A,1971/ASR,"32,988/0.75",9/9,Y,N,2.5,06/05/22,CLAW
501,BB22117529,A,CONDO/A,11627,Chenault ST   #9,LA,C06,STD,"$799,000.00",$621.79,"2/2,0,0,0",1285/A,1962/ASR,"9,716/0.223",13/13,Y,N,2,06/01/22,CRMLSM
501,22154281,A,CONDO,809 S,BUNDY DR   #102,LA,C06,STD,"$849,999.00",$675.14,"2/2,0,0,0",1259/,1970,"34,138/0.78",14/14,N,N,2.5,05/31/22,CLAW
501,22130043,A,CONDO,11687,BELLAGIO RD   #8,LA,C06,STD,"$879,000.00",$540.26,"1/1,1,0,0",1627/,1978,"35,766/0.8211",106/106,N,N,2.5,02/28/22,CLAW
501,PW22103368,A,CONDO/A,838 S,Barrington AVE   #102,LA,C06,STD,"$950,000.00",$735.86,"2/2,0,0,0",1291/A,1974/ASR,"11,591/0.2661",3/3,N,N,2.5,06/07/22,CRMLSM
501,22149597,A,CONDO,11910,MAYFIELD AVE   #106,LA,C06,STD,"$995,000.00",$674.12,"3/1,1,0,0",1476/,1968,"17,254/0.39",40/40,,N,2.5,04/24/22,CLAW
501,22159267,A,CONDO,12222,WILSHIRE BLVD   #302,LA,C06,STD,"$1,080,000.00",$788.90,"2/2,0,0,0",1369/A,1996,"27,420/0.62",25/25,N,N,2.5,05/20/22,CLAW
501,22159425,A,CONDO,11636,Montana AVE   #202,LA,C06,STD,"$1,099,000.00",$692.50,"2/2,0,1,0",1587/,1985,"27,741/0.63",4/4,Y,N,2.5,06/10/22,CLAW
501,22165563,A,CONDO,11808,DOROTHY ST   #103,LA,C06,STD,"$1,099,000.00",$646.47,"2/3,0,0,0",1700/OTH,1983,"23,580/0.54",5/5,Y,N,2.5,06/09/22,CLAW
501,22155425,A,CONDO,11907,DARLINGTON AVE   #101,LA,C06,STD,"$1,099,000.00",$809.87,"2/3,0,0,0",1357/,1989,"7,875/0.18",33/33,Y,N,2.5,05/11/22,CLAW
501,22167383,A,CONDO,11633,CHENAULT ST   #201,LA,C06,STD,"$1,125,000.00",$792.25,"2/2,0,1,0",1420/A,2011/ASR,"9,717/0.2231",1/1,,N,2.5,06/13/22,CLAW
501,22144868,A,CONDO,12011,GOSHEN AVE   #106,LA,C06,STD,"$1,129,000.00",$633.56,"2/2,0,1,0",1782/,1991,"15,000/0.34",61/61,N,N,2.5,04/14/22,CLAW
501,22120413,A,CONDO,11690,MONTANA AVE   #208,LA,C06,STD,"$1,149,000.00",$773.22,"2/3,0,0,0",1486/,1990,"18,497/0.42",139/139,Y,N,2.5,01/26/22,CLAW
501,22142877,A,CONDO,11847,GORHAM AVE   #308,LA,C06,STD,"$1,175,000.00",$804.24,"2/1,1,1,0",1461/,2002,"48,933/1.12",68/68,Y,N,2.5,04/07/22,CLAW
